filename,original filename,scanid,digit,database name original,contributing team,database name
a00042.png,Scan_194_digit_1_num_1.png,194,1,BHDDB,Buet_Broncos,training-a
a00043.png,Scan_102_digit_8_num_1.png,102,8,BHDDB,Buet_Broncos,training-a
a00044.png,Scan_198_digit_1_num_2.png,198,1,BHDDB,Buet_Broncos,training-a
a00045.png,Scan_84_digit_1_num_8.png,84,1,BHDDB,Buet_Broncos,training-a
a00046.png,Scan_224_digit_4_num_8.png,224,4,BHDDB,Buet_Broncos,training-a
a00047.png,Scan_247_digit_7_num_8.png,247,7,BHDDB,Buet_Broncos,training-a
a00048.png,Scan_148_digit_5_num_6.png,148,5,BHDDB,Buet_Broncos,training-a
a00049.png,Scan_42_digit_1_num_5.png,42,1,BHDDB,Buet_Broncos,training-a
a00050.png,Scan_243_digit_1_num_7.png,243,1,BHDDB,Buet_Broncos,training-a
a00051.png,Scan_111_digit_0_num_5.png,111,0,BHDDB,Buet_Broncos,training-a
a00052.png,Scan_191_digit_3_num_1.png,191,3,BHDDB,Buet_Broncos,training-a
a00053.png,Scan_106_digit_7_num_3.png,106,7,BHDDB,Buet_Broncos,training-a
a00054.png,Scan_154_digit_9_num_5.png,154,9,BHDDB,Buet_Broncos,training-a
a00055.png,Scan_120_digit_6_num_1.png,120,6,BHDDB,Buet_Broncos,training-a
a00056.png,Scan_200_digit_6_num_0.png,200,6,BHDDB,Buet_Broncos,training-a
a00057.png,Scan_224_digit_9_num_7.png,224,9,BHDDB,Buet_Broncos,training-a
a00058.png,Scan_144_digit_3_num_0.png,144,3,BHDDB,Buet_Broncos,training-a
a00059.png,Scan_52_digit_2_num_3.png,52,2,BHDDB,Buet_Broncos,training-a
a00060.png,Scan_213_digit_3_num_4.png,213,3,BHDDB,Buet_Broncos,training-a
a00061.png,Scan_50_digit_7_num_3.png,50,7,BHDDB,Buet_Broncos,training-a
a00062.png,Scan_118_digit_5_num_3.png,118,5,BHDDB,Buet_Broncos,training-a
a00063.png,Scan_142_digit_7_num_1.png,142,7,BHDDB,Buet_Broncos,training-a
a00064.png,Scan_29_digit_2_num_0.png,29,2,BHDDB,Buet_Broncos,training-a
a00065.png,Scan_0_digit_5_num_8.png,0,5,BHDDB,Buet_Broncos,training-a
a00066.png,Scan_98_digit_5_num_4.png,98,5,BHDDB,Buet_Broncos,training-a
a00067.png,Scan_120_digit_1_num_1.png,120,1,BHDDB,Buet_Broncos,training-a
a00068.png,Scan_226_digit_1_num_2.png,226,1,BHDDB,Buet_Broncos,training-a
a00069.png,Scan_101_digit_2_num_4.png,101,2,BHDDB,Buet_Broncos,training-a
a00070.png,Scan_251_digit_3_num_8.png,251,3,BHDDB,Buet_Broncos,training-a
a00071.png,Scan_213_digit_2_num_8.png,213,2,BHDDB,Buet_Broncos,training-a
a00072.png,Scan_195_digit_4_num_1.png,195,4,BHDDB,Buet_Broncos,training-a
a00073.png,Scan_218_digit_5_num_1.png,218,5,BHDDB,Buet_Broncos,training-a
a00074.png,Scan_26_digit_1_num_5.png,26,1,BHDDB,Buet_Broncos,training-a
a00075.png,Scan_68_digit_2_num_0.png,68,2,BHDDB,Buet_Broncos,training-a
a00076.png,Scan_92_digit_5_num_5.png,92,5,BHDDB,Buet_Broncos,training-a
a00077.png,Scan_40_digit_4_num_8.png,40,4,BHDDB,Buet_Broncos,training-a
a00078.png,Scan_48_digit_8_num_1.png,48,8,BHDDB,Buet_Broncos,training-a
a00079.png,Scan_165_digit_0_num_2.png,165,0,BHDDB,Buet_Broncos,training-a
a00080.png,Scan_244_digit_4_num_7.png,244,4,BHDDB,Buet_Broncos,training-a
a00081.png,Scan_222_digit_7_num_5.png,222,7,BHDDB,Buet_Broncos,training-a
a00082.png,Scan_258_digit_4_num_5.png,258,4,BHDDB,Buet_Broncos,training-a
a00083.png,Scan_29_digit_8_num_0.png,29,8,BHDDB,Buet_Broncos,training-a
a00084.png,Scan_232_digit_7_num_6.png,232,7,BHDDB,Buet_Broncos,training-a
a00085.png,Scan_230_digit_8_num_2.png,230,8,BHDDB,Buet_Broncos,training-a
a00086.png,Scan_208_digit_0_num_0.png,208,0,BHDDB,Buet_Broncos,training-a
a00087.png,Scan_60_digit_5_num_3.png,60,5,BHDDB,Buet_Broncos,training-a
a00088.png,Scan_217_digit_4_num_7.png,217,4,BHDDB,Buet_Broncos,training-a
a00089.png,Scan_28_digit_0_num_4.png,28,0,BHDDB,Buet_Broncos,training-a
a00090.png,Scan_42_digit_4_num_8.png,42,4,BHDDB,Buet_Broncos,training-a
a00091.png,Scan_107_digit_3_num_6.png,107,3,BHDDB,Buet_Broncos,training-a
a00092.png,Scan_114_digit_1_num_6.png,114,1,BHDDB,Buet_Broncos,training-a
a00093.png,Scan_147_digit_2_num_5.png,147,2,BHDDB,Buet_Broncos,training-a
a00094.png,Scan_94_digit_6_num_6.png,94,6,BHDDB,Buet_Broncos,training-a
a00095.png,Scan_54_digit_6_num_4.png,54,6,BHDDB,Buet_Broncos,training-a
a00096.png,Scan_7_digit_8_num_7.png,7,8,BHDDB,Buet_Broncos,training-a
a00097.png,Scan_125_digit_5_num_0.png,125,5,BHDDB,Buet_Broncos,training-a
a00098.png,Scan_35_digit_6_num_1.png,35,6,BHDDB,Buet_Broncos,training-a
a00099.png,Scan_224_digit_1_num_5.png,224,1,BHDDB,Buet_Broncos,training-a
a00100.png,Scan_145_digit_4_num_8.png,145,4,BHDDB,Buet_Broncos,training-a
a00101.png,Scan_25_digit_6_num_0.png,25,6,BHDDB,Buet_Broncos,training-a
a00102.png,Scan_98_digit_3_num_4.png,98,3,BHDDB,Buet_Broncos,training-a
a00103.png,Scan_9_digit_3_num_4.png,9,3,BHDDB,Buet_Broncos,training-a
a00104.png,Scan_116_digit_7_num_8.png,116,7,BHDDB,Buet_Broncos,training-a
a00105.png,Scan_129_digit_8_num_3.png,129,8,BHDDB,Buet_Broncos,training-a
a00106.png,Scan_79_digit_7_num_1.png,79,7,BHDDB,Buet_Broncos,training-a
a00107.png,Scan_135_digit_7_num_3.png,135,7,BHDDB,Buet_Broncos,training-a
a00108.png,Scan_31_digit_6_num_8.png,31,6,BHDDB,Buet_Broncos,training-a
a00109.png,Scan_245_digit_4_num_6.png,245,4,BHDDB,Buet_Broncos,training-a
a00110.png,Scan_49_digit_3_num_2.png,49,3,BHDDB,Buet_Broncos,training-a
a00111.png,Scan_61_digit_2_num_1.png,61,2,BHDDB,Buet_Broncos,training-a
a00112.png,Scan_237_digit_9_num_8.png,237,9,BHDDB,Buet_Broncos,training-a
a00113.png,Scan_205_digit_8_num_1.png,205,8,BHDDB,Buet_Broncos,training-a
a00114.png,Scan_208_digit_8_num_5.png,208,8,BHDDB,Buet_Broncos,training-a
a00115.png,Scan_128_digit_8_num_8.png,128,8,BHDDB,Buet_Broncos,training-a
a00116.png,Scan_92_digit_1_num_7.png,92,1,BHDDB,Buet_Broncos,training-a
a00117.png,Scan_86_digit_6_num_5.png,86,6,BHDDB,Buet_Broncos,training-a
a00118.png,Scan_87_digit_8_num_8.png,87,8,BHDDB,Buet_Broncos,training-a
a00119.png,Scan_34_digit_9_num_0.png,34,9,BHDDB,Buet_Broncos,training-a
a00120.png,Scan_171_digit_7_num_3.png,171,7,BHDDB,Buet_Broncos,training-a
a00121.png,Scan_102_digit_9_num_3.png,102,9,BHDDB,Buet_Broncos,training-a
a00122.png,Scan_210_digit_8_num_5.png,210,8,BHDDB,Buet_Broncos,training-a
a00123.png,Scan_63_digit_2_num_2.png,63,2,BHDDB,Buet_Broncos,training-a
a00124.png,Scan_235_digit_8_num_1.png,235,8,BHDDB,Buet_Broncos,training-a
a00125.png,Scan_217_digit_1_num_4.png,217,1,BHDDB,Buet_Broncos,training-a
a00126.png,Scan_0_digit_9_num_0.png,0,9,BHDDB,Buet_Broncos,training-a
a00127.png,Scan_34_digit_0_num_5.png,34,0,BHDDB,Buet_Broncos,training-a
a00128.png,Scan_19_digit_5_num_2.png,19,5,BHDDB,Buet_Broncos,training-a
a00129.png,Scan_256_digit_6_num_4.png,256,6,BHDDB,Buet_Broncos,training-a
a00130.png,Scan_8_digit_6_num_6.png,8,6,BHDDB,Buet_Broncos,training-a
a00131.png,Scan_234_digit_0_num_8.png,234,0,BHDDB,Buet_Broncos,training-a
a00132.png,Scan_220_digit_6_num_0.png,220,6,BHDDB,Buet_Broncos,training-a
a00133.png,Scan_233_digit_4_num_5.png,233,4,BHDDB,Buet_Broncos,training-a
a00134.png,Scan_118_digit_3_num_2.png,118,3,BHDDB,Buet_Broncos,training-a
a00135.png,Scan_238_digit_3_num_6.png,238,3,BHDDB,Buet_Broncos,training-a
a00136.png,Scan_7_digit_9_num_3.png,7,9,BHDDB,Buet_Broncos,training-a
a00137.png,Scan_75_digit_1_num_2.png,75,1,BHDDB,Buet_Broncos,training-a
a00138.png,Scan_228_digit_5_num_4.png,228,5,BHDDB,Buet_Broncos,training-a
a00139.png,Scan_90_digit_4_num_6.png,90,4,BHDDB,Buet_Broncos,training-a
a00140.png,Scan_166_digit_5_num_7.png,166,5,BHDDB,Buet_Broncos,training-a
a00141.png,Scan_98_digit_3_num_6.png,98,3,BHDDB,Buet_Broncos,training-a
a00142.png,Scan_156_digit_2_num_3.png,156,2,BHDDB,Buet_Broncos,training-a
a00143.png,Scan_83_digit_5_num_1.png,83,5,BHDDB,Buet_Broncos,training-a
a00144.png,Scan_148_digit_3_num_4.png,148,3,BHDDB,Buet_Broncos,training-a
a00145.png,Scan_49_digit_7_num_1.png,49,7,BHDDB,Buet_Broncos,training-a
a00146.png,Scan_241_digit_2_num_6.png,241,2,BHDDB,Buet_Broncos,training-a
a00147.png,Scan_153_digit_8_num_1.png,153,8,BHDDB,Buet_Broncos,training-a
a00148.png,Scan_120_digit_0_num_3.png,120,0,BHDDB,Buet_Broncos,training-a
a00149.png,Scan_60_digit_3_num_8.png,60,3,BHDDB,Buet_Broncos,training-a
a00150.png,Scan_8_digit_7_num_7.png,8,7,BHDDB,Buet_Broncos,training-a
a00151.png,Scan_27_digit_8_num_3.png,27,8,BHDDB,Buet_Broncos,training-a
a00152.png,Scan_81_digit_2_num_3.png,81,2,BHDDB,Buet_Broncos,training-a
a00153.png,Scan_110_digit_0_num_7.png,110,0,BHDDB,Buet_Broncos,training-a
a00154.png,Scan_174_digit_0_num_2.png,174,0,BHDDB,Buet_Broncos,training-a
a00155.png,Scan_28_digit_8_num_5.png,28,8,BHDDB,Buet_Broncos,training-a
a00156.png,Scan_149_digit_9_num_5.png,149,9,BHDDB,Buet_Broncos,training-a
a00157.png,Scan_106_digit_8_num_2.png,106,8,BHDDB,Buet_Broncos,training-a
a00158.png,Scan_247_digit_1_num_7.png,247,1,BHDDB,Buet_Broncos,training-a
a00159.png,Scan_136_digit_3_num_1.png,136,3,BHDDB,Buet_Broncos,training-a
a00160.png,Scan_101_digit_0_num_1.png,101,0,BHDDB,Buet_Broncos,training-a
a00161.png,Scan_161_digit_3_num_5.png,161,3,BHDDB,Buet_Broncos,training-a
a00162.png,Scan_233_digit_9_num_6.png,233,9,BHDDB,Buet_Broncos,training-a
a00163.png,Scan_147_digit_4_num_1.png,147,4,BHDDB,Buet_Broncos,training-a
a00164.png,Scan_145_digit_3_num_5.png,145,3,BHDDB,Buet_Broncos,training-a
a00165.png,Scan_218_digit_5_num_7.png,218,5,BHDDB,Buet_Broncos,training-a
a00166.png,Scan_107_digit_9_num_5.png,107,9,BHDDB,Buet_Broncos,training-a
a00167.png,Scan_162_digit_9_num_3.png,162,9,BHDDB,Buet_Broncos,training-a
a00168.png,Scan_48_digit_9_num_4.png,48,9,BHDDB,Buet_Broncos,training-a
a00169.png,Scan_137_digit_4_num_0.png,137,4,BHDDB,Buet_Broncos,training-a
a00170.png,Scan_150_digit_1_num_2.png,150,1,BHDDB,Buet_Broncos,training-a
a00171.png,Scan_191_digit_4_num_5.png,191,4,BHDDB,Buet_Broncos,training-a
a00172.png,Scan_159_digit_0_num_6.png,159,0,BHDDB,Buet_Broncos,training-a
a00173.png,Scan_177_digit_1_num_7.png,177,1,BHDDB,Buet_Broncos,training-a
a00174.png,Scan_54_digit_4_num_1.png,54,4,BHDDB,Buet_Broncos,training-a
a00175.png,Scan_5_digit_9_num_1.png,5,9,BHDDB,Buet_Broncos,training-a
a00176.png,Scan_216_digit_8_num_3.png,216,8,BHDDB,Buet_Broncos,training-a
a00177.png,Scan_256_digit_8_num_2.png,256,8,BHDDB,Buet_Broncos,training-a
a00178.png,Scan_194_digit_4_num_1.png,194,4,BHDDB,Buet_Broncos,training-a
a00179.png,Scan_61_digit_6_num_0.png,61,6,BHDDB,Buet_Broncos,training-a
a00180.png,Scan_138_digit_1_num_1.png,138,1,BHDDB,Buet_Broncos,training-a
a00181.png,Scan_84_digit_3_num_6.png,84,3,BHDDB,Buet_Broncos,training-a
a00182.png,Scan_142_digit_8_num_3.png,142,8,BHDDB,Buet_Broncos,training-a
a00183.png,Scan_37_digit_3_num_2.png,37,3,BHDDB,Buet_Broncos,training-a
a00184.png,Scan_106_digit_3_num_7.png,106,3,BHDDB,Buet_Broncos,training-a
a00185.png,Scan_77_digit_2_num_6.png,77,2,BHDDB,Buet_Broncos,training-a
a00186.png,Scan_61_digit_0_num_5.png,61,0,BHDDB,Buet_Broncos,training-a
a00187.png,Scan_71_digit_2_num_8.png,71,2,BHDDB,Buet_Broncos,training-a
a00188.png,Scan_224_digit_6_num_5.png,224,6,BHDDB,Buet_Broncos,training-a
a00189.png,Scan_215_digit_6_num_7.png,215,6,BHDDB,Buet_Broncos,training-a
a00190.png,Scan_39_digit_1_num_4.png,39,1,BHDDB,Buet_Broncos,training-a
a00191.png,Scan_46_digit_5_num_6.png,46,5,BHDDB,Buet_Broncos,training-a
a00192.png,Scan_183_digit_0_num_1.png,183,0,BHDDB,Buet_Broncos,training-a
a00193.png,Scan_127_digit_1_num_8.png,127,1,BHDDB,Buet_Broncos,training-a
a00194.png,Scan_70_digit_3_num_3.png,70,3,BHDDB,Buet_Broncos,training-a
a00195.png,Scan_192_digit_9_num_7.png,192,9,BHDDB,Buet_Broncos,training-a
a00196.png,Scan_14_digit_6_num_1.png,14,6,BHDDB,Buet_Broncos,training-a
a00197.png,Scan_88_digit_2_num_1.png,88,2,BHDDB,Buet_Broncos,training-a
a00198.png,Scan_251_digit_0_num_2.png,251,0,BHDDB,Buet_Broncos,training-a
a00199.png,Scan_54_digit_5_num_4.png,54,5,BHDDB,Buet_Broncos,training-a
a00200.png,Scan_13_digit_1_num_6.png,13,1,BHDDB,Buet_Broncos,training-a
a00201.png,Scan_195_digit_5_num_7.png,195,5,BHDDB,Buet_Broncos,training-a
a00202.png,Scan_60_digit_1_num_2.png,60,1,BHDDB,Buet_Broncos,training-a
a00203.png,Scan_118_digit_9_num_0.png,118,9,BHDDB,Buet_Broncos,training-a
a00204.png,Scan_159_digit_8_num_3.png,159,8,BHDDB,Buet_Broncos,training-a
a00205.png,Scan_218_digit_8_num_8.png,218,8,BHDDB,Buet_Broncos,training-a
a00206.png,Scan_218_digit_0_num_7.png,218,0,BHDDB,Buet_Broncos,training-a
a00207.png,Scan_111_digit_0_num_4.png,111,0,BHDDB,Buet_Broncos,training-a
a00208.png,Scan_172_digit_7_num_3.png,172,7,BHDDB,Buet_Broncos,training-a
a00209.png,Scan_56_digit_7_num_2.png,56,7,BHDDB,Buet_Broncos,training-a
a00210.png,Scan_141_digit_0_num_1.png,141,0,BHDDB,Buet_Broncos,training-a
a00211.png,Scan_151_digit_1_num_0.png,151,1,BHDDB,Buet_Broncos,training-a
a00212.png,Scan_94_digit_6_num_1.png,94,6,BHDDB,Buet_Broncos,training-a
a00213.png,Scan_50_digit_9_num_4.png,50,9,BHDDB,Buet_Broncos,training-a
a00214.png,Scan_75_digit_7_num_7.png,75,7,BHDDB,Buet_Broncos,training-a
a00215.png,Scan_189_digit_8_num_3.png,189,8,BHDDB,Buet_Broncos,training-a
a00216.png,Scan_11_digit_9_num_7.png,11,9,BHDDB,Buet_Broncos,training-a
a00217.png,Scan_44_digit_3_num_2.png,44,3,BHDDB,Buet_Broncos,training-a
a00218.png,Scan_102_digit_4_num_1.png,102,4,BHDDB,Buet_Broncos,training-a
a00219.png,Scan_185_digit_5_num_1.png,185,5,BHDDB,Buet_Broncos,training-a
a00220.png,Scan_70_digit_9_num_8.png,70,9,BHDDB,Buet_Broncos,training-a
a00221.png,Scan_41_digit_3_num_7.png,41,3,BHDDB,Buet_Broncos,training-a
a00222.png,Scan_82_digit_3_num_1.png,82,3,BHDDB,Buet_Broncos,training-a
a00223.png,Scan_229_digit_4_num_1.png,229,4,BHDDB,Buet_Broncos,training-a
a00224.png,Scan_63_digit_9_num_6.png,63,9,BHDDB,Buet_Broncos,training-a
a00225.png,Scan_35_digit_0_num_0.png,35,0,BHDDB,Buet_Broncos,training-a
a00226.png,Scan_31_digit_8_num_7.png,31,8,BHDDB,Buet_Broncos,training-a
a00227.png,Scan_188_digit_1_num_6.png,188,1,BHDDB,Buet_Broncos,training-a
a00228.png,Scan_106_digit_5_num_6.png,106,5,BHDDB,Buet_Broncos,training-a
a00229.png,Scan_83_digit_7_num_0.png,83,7,BHDDB,Buet_Broncos,training-a
a00230.png,Scan_75_digit_3_num_1.png,75,3,BHDDB,Buet_Broncos,training-a
a00231.png,Scan_197_digit_5_num_1.png,197,5,BHDDB,Buet_Broncos,training-a
a00232.png,Scan_205_digit_8_num_6.png,205,8,BHDDB,Buet_Broncos,training-a
a00233.png,Scan_12_digit_4_num_1.png,12,4,BHDDB,Buet_Broncos,training-a
a00234.png,Scan_11_digit_1_num_8.png,11,1,BHDDB,Buet_Broncos,training-a
a00235.png,Scan_231_digit_9_num_5.png,231,9,BHDDB,Buet_Broncos,training-a
a00236.png,Scan_234_digit_6_num_0.png,234,6,BHDDB,Buet_Broncos,training-a
a00237.png,Scan_79_digit_9_num_2.png,79,9,BHDDB,Buet_Broncos,training-a
a00238.png,Scan_252_digit_4_num_1.png,252,4,BHDDB,Buet_Broncos,training-a
a00239.png,Scan_161_digit_8_num_3.png,161,8,BHDDB,Buet_Broncos,training-a
a00240.png,Scan_109_digit_7_num_7.png,109,7,BHDDB,Buet_Broncos,training-a
a00241.png,Scan_221_digit_1_num_1.png,221,1,BHDDB,Buet_Broncos,training-a
a00242.png,Scan_132_digit_7_num_3.png,132,7,BHDDB,Buet_Broncos,training-a
a00243.png,Scan_22_digit_4_num_3.png,22,4,BHDDB,Buet_Broncos,training-a
a00244.png,Scan_165_digit_1_num_8.png,165,1,BHDDB,Buet_Broncos,training-a
a00245.png,Scan_6_digit_0_num_8.png,6,0,BHDDB,Buet_Broncos,training-a
a00246.png,Scan_222_digit_6_num_4.png,222,6,BHDDB,Buet_Broncos,training-a
a00247.png,Scan_147_digit_6_num_2.png,147,6,BHDDB,Buet_Broncos,training-a
a00248.png,Scan_151_digit_9_num_3.png,151,9,BHDDB,Buet_Broncos,training-a
a00249.png,Scan_164_digit_4_num_8.png,164,4,BHDDB,Buet_Broncos,training-a
a00250.png,Scan_197_digit_8_num_5.png,197,8,BHDDB,Buet_Broncos,training-a
a00251.png,Scan_118_digit_6_num_6.png,118,6,BHDDB,Buet_Broncos,training-a
a00252.png,Scan_128_digit_9_num_4.png,128,9,BHDDB,Buet_Broncos,training-a
a00253.png,Scan_82_digit_6_num_5.png,82,6,BHDDB,Buet_Broncos,training-a
a00254.png,Scan_251_digit_1_num_8.png,251,1,BHDDB,Buet_Broncos,training-a
a00255.png,Scan_257_digit_3_num_6.png,257,3,BHDDB,Buet_Broncos,training-a
a00256.png,Scan_191_digit_1_num_5.png,191,1,BHDDB,Buet_Broncos,training-a
a00257.png,Scan_191_digit_6_num_4.png,191,6,BHDDB,Buet_Broncos,training-a
a00258.png,Scan_36_digit_3_num_3.png,36,3,BHDDB,Buet_Broncos,training-a
a00259.png,Scan_74_digit_9_num_0.png,74,9,BHDDB,Buet_Broncos,training-a
a00260.png,Scan_98_digit_7_num_6.png,98,7,BHDDB,Buet_Broncos,training-a
a00261.png,Scan_125_digit_9_num_2.png,125,9,BHDDB,Buet_Broncos,training-a
a00262.png,Scan_137_digit_8_num_1.png,137,8,BHDDB,Buet_Broncos,training-a
a00263.png,Scan_243_digit_1_num_4.png,243,1,BHDDB,Buet_Broncos,training-a
a00264.png,Scan_31_digit_3_num_0.png,31,3,BHDDB,Buet_Broncos,training-a
a00265.png,Scan_172_digit_8_num_6.png,172,8,BHDDB,Buet_Broncos,training-a
a00266.png,Scan_130_digit_3_num_4.png,130,3,BHDDB,Buet_Broncos,training-a
a00267.png,Scan_105_digit_7_num_6.png,105,7,BHDDB,Buet_Broncos,training-a
a00268.png,Scan_84_digit_9_num_1.png,84,9,BHDDB,Buet_Broncos,training-a
a00269.png,Scan_66_digit_9_num_5.png,66,9,BHDDB,Buet_Broncos,training-a
a00270.png,Scan_174_digit_7_num_2.png,174,7,BHDDB,Buet_Broncos,training-a
a00271.png,Scan_84_digit_0_num_1.png,84,0,BHDDB,Buet_Broncos,training-a
a00272.png,Scan_107_digit_9_num_7.png,107,9,BHDDB,Buet_Broncos,training-a
a00273.png,Scan_231_digit_1_num_8.png,231,1,BHDDB,Buet_Broncos,training-a
a00274.png,Scan_12_digit_9_num_5.png,12,9,BHDDB,Buet_Broncos,training-a
a00275.png,Scan_122_digit_2_num_1.png,122,2,BHDDB,Buet_Broncos,training-a
a00276.png,Scan_71_digit_8_num_7.png,71,8,BHDDB,Buet_Broncos,training-a
a00277.png,Scan_221_digit_2_num_7.png,221,2,BHDDB,Buet_Broncos,training-a
a00278.png,Scan_228_digit_2_num_7.png,228,2,BHDDB,Buet_Broncos,training-a
a00279.png,Scan_91_digit_7_num_4.png,91,7,BHDDB,Buet_Broncos,training-a
a00280.png,Scan_70_digit_5_num_0.png,70,5,BHDDB,Buet_Broncos,training-a
a00281.png,Scan_54_digit_1_num_3.png,54,1,BHDDB,Buet_Broncos,training-a
a00282.png,Scan_174_digit_1_num_5.png,174,1,BHDDB,Buet_Broncos,training-a
a00283.png,Scan_144_digit_7_num_1.png,144,7,BHDDB,Buet_Broncos,training-a
a00284.png,Scan_109_digit_7_num_0.png,109,7,BHDDB,Buet_Broncos,training-a
a00285.png,Scan_58_digit_3_num_3.png,58,3,BHDDB,Buet_Broncos,training-a
a00286.png,Scan_49_digit_3_num_7.png,49,3,BHDDB,Buet_Broncos,training-a
a00287.png,Scan_171_digit_9_num_1.png,171,9,BHDDB,Buet_Broncos,training-a
a00288.png,Scan_195_digit_3_num_2.png,195,3,BHDDB,Buet_Broncos,training-a
a00289.png,Scan_122_digit_2_num_3.png,122,2,BHDDB,Buet_Broncos,training-a
a00290.png,Scan_218_digit_2_num_6.png,218,2,BHDDB,Buet_Broncos,training-a
a00291.png,Scan_114_digit_5_num_4.png,114,5,BHDDB,Buet_Broncos,training-a
a00292.png,Scan_237_digit_5_num_8.png,237,5,BHDDB,Buet_Broncos,training-a
a00293.png,Scan_155_digit_8_num_1.png,155,8,BHDDB,Buet_Broncos,training-a
a00294.png,Scan_13_digit_1_num_8.png,13,1,BHDDB,Buet_Broncos,training-a
a00295.png,Scan_166_digit_4_num_1.png,166,4,BHDDB,Buet_Broncos,training-a
a00296.png,Scan_154_digit_7_num_8.png,154,7,BHDDB,Buet_Broncos,training-a
a00297.png,Scan_41_digit_1_num_3.png,41,1,BHDDB,Buet_Broncos,training-a
a00298.png,Scan_108_digit_9_num_5.png,108,9,BHDDB,Buet_Broncos,training-a
a00299.png,Scan_122_digit_0_num_1.png,122,0,BHDDB,Buet_Broncos,training-a
a00300.png,Scan_94_digit_5_num_2.png,94,5,BHDDB,Buet_Broncos,training-a
a00301.png,Scan_245_digit_6_num_8.png,245,6,BHDDB,Buet_Broncos,training-a
a00302.png,Scan_37_digit_2_num_6.png,37,2,BHDDB,Buet_Broncos,training-a
