filename,original filename,districtid,institutionid,gender,age,datestamp,scanid,digit,database name original,database name
e00069.png,02_0002_0_26_1016_1500_60.png,2,2,0,26,1016,1500,9,BanglaLekha-Isolated,training-e
e00070.png,01_0001_1_16_0916_0229_52.png,1,1,1,16,916,229,1,BanglaLekha-Isolated,training-e
e00071.png,01_0001_0_17_0916_0407_58.png,1,1,0,17,916,407,7,BanglaLekha-Isolated,training-e
e00072.png,02_0002_0_14_1016_1788_51.png,2,2,0,14,1016,1788,0,BanglaLekha-Isolated,training-e
e00073.png,02_0002_1_18_1016_1075_58.png,2,2,1,18,1016,1075,7,BanglaLekha-Isolated,training-e
e00074.png,01_0001_0_15_0916_0094_51.png,1,1,0,15,916,94,0,BanglaLekha-Isolated,training-e
e00075.png,02_0002_1_20_1016_1580_55.png,2,2,1,20,1016,1580,4,BanglaLekha-Isolated,training-e
e00076.png,02_0002_1_21_1016_1126_56.png,2,2,1,21,1016,1126,5,BanglaLekha-Isolated,training-e
e00077.png,01_0001_0_18_0916_0160_54.png,1,1,0,18,916,160,3,BanglaLekha-Isolated,training-e
e00078.png,02_0002_0_19_1016_1576_56.png,2,2,0,19,1016,1576,5,BanglaLekha-Isolated,training-e
e00079.png,02_0002_0_24_1016_1257_54.png,2,2,0,24,1016,1257,3,BanglaLekha-Isolated,training-e
e00080.png,02_0002_0_22_1016_0681_55.png,2,2,0,22,1016,681,4,BanglaLekha-Isolated,training-e
e00081.png,02_0002_0_27_1016_1452_59.png,2,2,0,27,1016,1452,8,BanglaLekha-Isolated,training-e
e00082.png,01_0001_1_17_0916_0330_51.png,1,1,1,17,916,330,0,BanglaLekha-Isolated,training-e
e00083.png,02_0002_0_18_1016_1276_54.png,2,2,0,18,1016,1276,3,BanglaLekha-Isolated,training-e
e00084.png,02_0002_0_20_1016_1701_58.png,2,2,0,20,1016,1701,7,BanglaLekha-Isolated,training-e
e00085.png,02_0002_0_22_1016_1042_57.png,2,2,0,22,1016,1042,6,BanglaLekha-Isolated,training-e
e00086.png,01_0001_0_18_0916_0157_54.png,1,1,0,18,916,157,3,BanglaLekha-Isolated,training-e
e00087.png,02_0002_1_22_1016_1252_51.png,2,2,1,22,1016,1252,0,BanglaLekha-Isolated,training-e
e00088.png,02_0002_0_18_1016_1585_60.png,2,2,0,18,1016,1585,9,BanglaLekha-Isolated,training-e
e00089.png,01_0001_1_11_0916_1942_55.png,1,1,1,11,916,1942,4,BanglaLekha-Isolated,training-e
e00090.png,02_0002_0_20_1016_0798_55.png,2,2,0,20,1016,798,4,BanglaLekha-Isolated,training-e
e00091.png,02_0002_0_24_1016_0982_51.png,2,2,0,24,1016,982,0,BanglaLekha-Isolated,training-e
e00092.png,02_0002_0_23_1016_1128_58.png,2,2,0,23,1016,1128,7,BanglaLekha-Isolated,training-e
e00093.png,02_0002_0_20_1016_0741_56.png,2,2,0,20,1016,741,5,BanglaLekha-Isolated,training-e
e00094.png,02_0002_0_24_1016_1823_53.png,2,2,0,24,1016,1823,2,BanglaLekha-Isolated,training-e
e00095.png,02_0002_0_20_1016_1747_60.png,2,2,0,20,1016,1747,9,BanglaLekha-Isolated,training-e
e00096.png,02_0002_0_20_1016_1213_56.png,2,2,0,20,1016,1213,5,BanglaLekha-Isolated,training-e
e00097.png,02_0002_1_14_1016_1621_58.png,2,2,1,14,1016,1621,7,BanglaLekha-Isolated,training-e
e00098.png,01_0001_0_16_0916_0606_56.png,1,1,0,16,916,606,5,BanglaLekha-Isolated,training-e
e00099.png,02_0002_1_20_1016_1344_51.png,2,2,1,20,1016,1344,0,BanglaLekha-Isolated,training-e
e00100.png,02_0002_0_21_1016_0901_60.png,2,2,0,21,1016,901,9,BanglaLekha-Isolated,training-e
e00101.png,02_0002_0_21_1016_1288_51.png,2,2,0,21,1016,1288,0,BanglaLekha-Isolated,training-e
e00102.png,02_0002_1_20_1016_1096_54.png,2,2,1,20,1016,1096,3,BanglaLekha-Isolated,training-e
e00103.png,02_0002_0_21_1016_1608_53.png,2,2,0,21,1016,1608,2,BanglaLekha-Isolated,training-e
e00104.png,01_0001_1_17_0916_1959_57.png,1,1,1,17,916,1959,6,BanglaLekha-Isolated,training-e
e00105.png,01_0001_1_16_0916_0322_52.png,1,1,1,16,916,322,1,BanglaLekha-Isolated,training-e
e00106.png,01_0001_1_17_0916_0336_59.png,1,1,1,17,916,336,8,BanglaLekha-Isolated,training-e
e00107.png,02_0002_1_10_1016_1688_54.png,2,2,1,10,1016,1688,3,BanglaLekha-Isolated,training-e
e00108.png,02_0002_0_19_1016_1559_58.png,2,2,0,19,1016,1559,7,BanglaLekha-Isolated,training-e
e00109.png,02_0002_0_22_1016_1460_55.png,2,2,0,22,1016,1460,4,BanglaLekha-Isolated,training-e
e00110.png,02_0002_1_21_1016_1805_58.png,2,2,1,21,1016,1805,7,BanglaLekha-Isolated,training-e
e00111.png,02_0002_0_17_1016_1423_58.png,2,2,0,17,1016,1423,7,BanglaLekha-Isolated,training-e
e00112.png,01_0001_0_17_0916_0248_59.png,1,1,0,17,916,248,8,BanglaLekha-Isolated,training-e
e00113.png,02_0002_0_24_1016_1464_58.png,2,2,0,24,1016,1464,7,BanglaLekha-Isolated,training-e
e00114.png,01_0001_0_11_0916_1918_56.png,1,1,0,11,916,1918,5,BanglaLekha-Isolated,training-e
e00115.png,02_0002_0_20_1016_0760_57.png,2,2,0,20,1016,760,6,BanglaLekha-Isolated,training-e
e00116.png,01_0001_0_14_0916_0444_51.png,1,1,0,14,916,444,0,BanglaLekha-Isolated,training-e
e00117.png,02_0002_0_16_1016_1528_56.png,2,2,0,16,1016,1528,5,BanglaLekha-Isolated,training-e
e00118.png,02_0002_0_21_1016_1400_60.png,2,2,0,21,1016,1400,9,BanglaLekha-Isolated,training-e
e00119.png,01_0001_0_18_0916_0002_55.png,1,1,0,18,916,2,4,BanglaLekha-Isolated,training-e
e00120.png,02_0002_0_18_1016_1440_56.png,2,2,0,18,1016,1440,5,BanglaLekha-Isolated,training-e
e00121.png,01_0001_1_14_0916_0458_51.png,1,1,1,14,916,458,0,BanglaLekha-Isolated,training-e
e00122.png,02_0002_0_20_1016_1593_56.png,2,2,0,20,1016,1593,5,BanglaLekha-Isolated,training-e
e00123.png,02_0002_1_19_1016_1050_55.png,2,2,1,19,1016,1050,4,BanglaLekha-Isolated,training-e
e00124.png,01_0001_0_17_0916_0150_54.png,1,1,0,17,916,150,3,BanglaLekha-Isolated,training-e
e00125.png,01_0001_1_17_0916_0148_51.png,1,1,1,17,916,148,0,BanglaLekha-Isolated,training-e
e00126.png,02_0002_0_17_1016_1403_57.png,2,2,0,17,1016,1403,6,BanglaLekha-Isolated,training-e
e00127.png,02_0002_0_20_1016_0836_51.png,2,2,0,20,1016,836,0,BanglaLekha-Isolated,training-e
e00128.png,01_0001_1_17_0916_0402_52.png,1,1,1,17,916,402,1,BanglaLekha-Isolated,training-e
e00129.png,02_0002_1_22_1016_1235_53.png,2,2,1,22,1016,1235,2,BanglaLekha-Isolated,training-e
e00130.png,02_0002_1_15_1016_1754_53.png,2,2,1,15,1016,1754,2,BanglaLekha-Isolated,training-e
e00131.png,02_0002_0_19_1016_0833_53.png,2,2,0,19,1016,833,2,BanglaLekha-Isolated,training-e
e00132.png,02_0002_0_19_1016_1445_56.png,2,2,0,19,1016,1445,5,BanglaLekha-Isolated,training-e
e00133.png,02_0002_0_22_1016_1495_57.png,2,2,0,22,1016,1495,6,BanglaLekha-Isolated,training-e
e00134.png,02_0002_1_20_1016_1733_56.png,2,2,1,20,1016,1733,5,BanglaLekha-Isolated,training-e
e00135.png,02_0002_1_20_1016_0893_52.png,2,2,1,20,1016,893,1,BanglaLekha-Isolated,training-e
e00136.png,02_0002_1_19_1016_1258_51.png,2,2,1,19,1016,1258,0,BanglaLekha-Isolated,training-e
e00137.png,01_0001_1_16_0916_0382_60.png,1,1,1,16,916,382,9,BanglaLekha-Isolated,training-e
e00138.png,02_0002_0_22_1016_1115_60.png,2,2,0,22,1016,1115,9,BanglaLekha-Isolated,training-e
e00139.png,02_0002_1_21_1016_1473_52.png,2,2,1,21,1016,1473,1,BanglaLekha-Isolated,training-e
e00140.png,01_0001_1_11_0916_1927_56.png,1,1,1,11,916,1927,5,BanglaLekha-Isolated,training-e
e00141.png,02_0002_1_19_1016_1335_56.png,2,2,1,19,1016,1335,5,BanglaLekha-Isolated,training-e
e00142.png,02_0002_0_19_1016_0832_51.png,2,2,0,19,1016,832,0,BanglaLekha-Isolated,training-e
e00143.png,01_0001_1_18_0916_1953_53.png,1,1,1,18,916,1953,2,BanglaLekha-Isolated,training-e
e00144.png,01_0001_1_17_0916_1894_59.png,1,1,1,17,916,1894,8,BanglaLekha-Isolated,training-e
e00145.png,02_0002_0_18_1016_1618_60.png,2,2,0,18,1016,1618,9,BanglaLekha-Isolated,training-e
e00146.png,02_0002_0_19_1016_0818_51.png,2,2,0,19,1016,818,0,BanglaLekha-Isolated,training-e
e00147.png,02_0002_1_18_1016_1009_57.png,2,2,1,18,1016,1009,6,BanglaLekha-Isolated,training-e
e00148.png,01_0001_1_17_0916_0563_57.png,1,1,1,17,916,563,6,BanglaLekha-Isolated,training-e
e00149.png,01_0001_1_12_0916_1947_59.png,1,1,1,12,916,1947,8,BanglaLekha-Isolated,training-e
e00150.png,02_0002_0_18_1016_1076_58.png,2,2,0,18,1016,1076,7,BanglaLekha-Isolated,training-e
e00151.png,02_0002_0_18_1016_1265_56.png,2,2,0,18,1016,1265,5,BanglaLekha-Isolated,training-e
e00152.png,02_0002_0_23_1016_1466_54.png,2,2,0,23,1016,1466,3,BanglaLekha-Isolated,training-e
e00153.png,02_0002_0_22_1016_1351_56.png,2,2,0,22,1016,1351,5,BanglaLekha-Isolated,training-e
e00154.png,02_0002_0_19_1016_1272_55.png,2,2,0,19,1016,1272,4,BanglaLekha-Isolated,training-e
e00155.png,01_0001_1_16_0916_0216_56.png,1,1,1,16,916,216,5,BanglaLekha-Isolated,training-e
e00156.png,02_0002_1_22_1016_0934_53.png,2,2,1,22,1016,934,2,BanglaLekha-Isolated,training-e
e00157.png,02_0002_1_24_1016_0643_54.png,2,2,1,24,1016,643,3,BanglaLekha-Isolated,training-e
e00158.png,02_0002_1_21_1016_1732_60.png,2,2,1,21,1016,1732,9,BanglaLekha-Isolated,training-e
e00159.png,02_0002_0_23_1016_1381_58.png,2,2,0,23,1016,1381,7,BanglaLekha-Isolated,training-e
e00160.png,01_0001_1_17_0916_1892_55.png,1,1,1,17,916,1892,4,BanglaLekha-Isolated,training-e
e00161.png,02_0002_0_14_1016_1846_60.png,2,2,0,14,1016,1846,9,BanglaLekha-Isolated,training-e
e00162.png,02_0002_1_19_1016_1600_59.png,2,2,1,19,1016,1600,8,BanglaLekha-Isolated,training-e
e00163.png,02_0002_1_10_1016_1693_57.png,2,2,1,10,1016,1693,6,BanglaLekha-Isolated,training-e
e00164.png,02_0002_0_21_1016_1509_60.png,2,2,0,21,1016,1509,9,BanglaLekha-Isolated,training-e
e00165.png,01_0001_0_17_0916_0164_57.png,1,1,0,17,916,164,6,BanglaLekha-Isolated,training-e
e00166.png,02_0002_0_18_1016_0914_55.png,2,2,0,18,1016,914,4,BanglaLekha-Isolated,training-e
e00167.png,01_0001_1_17_0916_0004_59.png,1,1,1,17,916,4,8,BanglaLekha-Isolated,training-e
e00168.png,01_0001_1_17_0916_0379_57.png,1,1,1,17,916,379,6,BanglaLekha-Isolated,training-e
e00169.png,02_0002_1_21_1016_1804_53.png,2,2,1,21,1016,1804,2,BanglaLekha-Isolated,training-e
e00170.png,02_0002_0_20_1016_0785_53.png,2,2,0,20,1016,785,2,BanglaLekha-Isolated,training-e
e00171.png,02_0002_0_19_1016_1416_55.png,2,2,0,19,1016,1416,4,BanglaLekha-Isolated,training-e
e00172.png,01_0001_0_16_0916_0606_59.png,1,1,0,16,916,606,8,BanglaLekha-Isolated,training-e
e00173.png,02_0002_0_21_1016_1155_58.png,2,2,0,21,1016,1155,7,BanglaLekha-Isolated,training-e
e00174.png,01_0001_0_15_0916_0213_55.png,1,1,0,15,916,213,4,BanglaLekha-Isolated,training-e
e00175.png,02_0002_0_24_1016_1476_51.png,2,2,0,24,1016,1476,0,BanglaLekha-Isolated,training-e
e00176.png,02_0002_1_19_1016_1428_52.png,2,2,1,19,1016,1428,1,BanglaLekha-Isolated,training-e
e00177.png,02_0002_0_21_1016_0787_57.png,2,2,0,21,1016,787,6,BanglaLekha-Isolated,training-e
e00178.png,01_0001_0_16_0916_0508_54.png,1,1,0,16,916,508,3,BanglaLekha-Isolated,training-e
e00179.png,01_0001_0_15_0916_0439_53.png,1,1,0,15,916,439,2,BanglaLekha-Isolated,training-e
e00180.png,02_0002_0_15_1016_1760_56.png,2,2,0,15,1016,1760,5,BanglaLekha-Isolated,training-e
e00181.png,01_0001_0_16_0916_0480_57.png,1,1,0,16,916,480,6,BanglaLekha-Isolated,training-e
e00182.png,02_0002_0_20_1016_0712_58.png,2,2,0,20,1016,712,7,BanglaLekha-Isolated,training-e
e00183.png,01_0001_1_16_0916_0320_55.png,1,1,1,16,916,320,4,BanglaLekha-Isolated,training-e
e00184.png,01_0001_1_16_0916_0312_54.png,1,1,1,16,916,312,3,BanglaLekha-Isolated,training-e
e00185.png,01_0001_1_14_0916_0079_56.png,1,1,1,14,916,79,5,BanglaLekha-Isolated,training-e
e00186.png,01_0001_0_17_0916_0125_56.png,1,1,0,17,916,125,5,BanglaLekha-Isolated,training-e
e00187.png,01_0001_1_16_0916_0558_53.png,1,1,1,16,916,558,2,BanglaLekha-Isolated,training-e
e00188.png,02_0002_1_21_1016_0629_60.png,2,2,1,21,1016,629,9,BanglaLekha-Isolated,training-e
e00189.png,02_0002_1_21_1016_1263_59.png,2,2,1,21,1016,1263,8,BanglaLekha-Isolated,training-e
e00190.png,02_0002_1_22_1016_1236_51.png,2,2,1,22,1016,1236,0,BanglaLekha-Isolated,training-e
e00191.png,02_0002_0_22_1016_1037_58.png,2,2,0,22,1016,1037,7,BanglaLekha-Isolated,training-e
e00192.png,02_0002_0_20_1016_0780_55.png,2,2,0,20,1016,780,4,BanglaLekha-Isolated,training-e
e00193.png,02_0002_0_19_1016_1576_57.png,2,2,0,19,1016,1576,6,BanglaLekha-Isolated,training-e
e00194.png,02_0002_1_22_1016_1242_57.png,2,2,1,22,1016,1242,6,BanglaLekha-Isolated,training-e
e00195.png,01_0001_0_14_0916_0207_59.png,1,1,0,14,916,207,8,BanglaLekha-Isolated,training-e
e00196.png,02_0002_1_15_1016_1757_55.png,2,2,1,15,1016,1757,4,BanglaLekha-Isolated,training-e
e00197.png,02_0002_0_22_1016_0905_57.png,2,2,0,22,1016,905,6,BanglaLekha-Isolated,training-e
e00198.png,02_0002_1_22_1016_0886_57.png,2,2,1,22,1016,886,6,BanglaLekha-Isolated,training-e
e00199.png,02_0002_0_20_1016_0649_57.png,2,2,0,20,1016,649,6,BanglaLekha-Isolated,training-e
e00200.png,02_0002_1_20_1016_1330_59.png,2,2,1,20,1016,1330,8,BanglaLekha-Isolated,training-e
e00201.png,01_0001_0_16_0916_0039_55.png,1,1,0,16,916,39,4,BanglaLekha-Isolated,training-e
e00202.png,01_0001_0_18_0916_0001_58.png,1,1,0,18,916,1,7,BanglaLekha-Isolated,training-e
e00203.png,02_0002_0_20_1016_1518_60.png,2,2,0,20,1016,1518,9,BanglaLekha-Isolated,training-e
e00204.png,02_0002_0_21_1016_0704_51.png,2,2,0,21,1016,704,0,BanglaLekha-Isolated,training-e
e00205.png,02_0002_1_19_1016_1053_58.png,2,2,1,19,1016,1053,7,BanglaLekha-Isolated,training-e
e00206.png,02_0002_1_20_1016_1248_57.png,2,2,1,20,1016,1248,6,BanglaLekha-Isolated,training-e
e00207.png,02_0002_0_15_1016_1790_55.png,2,2,0,15,1016,1790,4,BanglaLekha-Isolated,training-e
e00208.png,01_0001_0_13_0916_1926_60.png,1,1,0,13,916,1926,9,BanglaLekha-Isolated,training-e
e00209.png,02_0002_1_22_1016_0971_51.png,2,2,1,22,1016,971,0,BanglaLekha-Isolated,training-e
e00210.png,02_0002_1_23_1016_1816_51.png,2,2,1,23,1016,1816,0,BanglaLekha-Isolated,training-e
e00211.png,02_0002_0_20_1016_1530_55.png,2,2,0,20,1016,1530,4,BanglaLekha-Isolated,training-e
e00212.png,01_0001_1_15_0916_0454_57.png,1,1,1,15,916,454,6,BanglaLekha-Isolated,training-e
e00213.png,02_0002_0_22_1016_1071_58.png,2,2,0,22,1016,1071,7,BanglaLekha-Isolated,training-e
e00214.png,02_0002_1_18_1016_1007_54.png,2,2,1,18,1016,1007,3,BanglaLekha-Isolated,training-e
e00215.png,01_0001_0_16_0916_0041_52.png,1,1,0,16,916,41,1,BanglaLekha-Isolated,training-e
e00216.png,02_0002_0_21_1016_0996_56.png,2,2,0,21,1016,996,5,BanglaLekha-Isolated,training-e
e00217.png,01_0001_1_16_0916_0229_57.png,1,1,1,16,916,229,6,BanglaLekha-Isolated,training-e
e00218.png,02_0002_0_20_1016_1343_56.png,2,2,0,20,1016,1343,5,BanglaLekha-Isolated,training-e
e00219.png,02_0002_0_21_1016_0846_58.png,2,2,0,21,1016,846,7,BanglaLekha-Isolated,training-e
e00220.png,01_0001_0_18_0916_0311_53.png,1,1,0,18,916,311,2,BanglaLekha-Isolated,training-e
e00221.png,01_0001_1_14_0916_0079_53.png,1,1,1,14,916,79,2,BanglaLekha-Isolated,training-e
e00222.png,02_0002_0_21_1016_1720_53.png,2,2,0,21,1016,1720,2,BanglaLekha-Isolated,training-e
e00223.png,01_0001_0_16_0916_0580_59.png,1,1,0,16,916,580,8,BanglaLekha-Isolated,training-e
e00224.png,01_0001_1_17_0916_1891_54.png,1,1,1,17,916,1891,3,BanglaLekha-Isolated,training-e
e00225.png,01_0001_0_18_0916_0371_56.png,1,1,0,18,916,371,5,BanglaLekha-Isolated,training-e
e00226.png,01_0001_0_18_0916_0507_52.png,1,1,0,18,916,507,1,BanglaLekha-Isolated,training-e
e00227.png,01_0001_1_17_0916_0273_59.png,1,1,1,17,916,273,8,BanglaLekha-Isolated,training-e
e00228.png,02_0002_0_24_1016_1486_56.png,2,2,0,24,1016,1486,5,BanglaLekha-Isolated,training-e
e00229.png,02_0002_1_18_1016_1751_57.png,2,2,1,18,1016,1751,6,BanglaLekha-Isolated,training-e
e00230.png,02_0002_0_24_1016_1453_53.png,2,2,0,24,1016,1453,2,BanglaLekha-Isolated,training-e
e00231.png,02_0002_0_19_1016_1146_56.png,2,2,0,19,1016,1146,5,BanglaLekha-Isolated,training-e
e00232.png,02_0002_0_19_1016_1307_54.png,2,2,0,19,1016,1307,3,BanglaLekha-Isolated,training-e
e00233.png,02_0002_0_14_1016_1846_57.png,2,2,0,14,1016,1846,6,BanglaLekha-Isolated,training-e
e00234.png,02_0002_0_21_1016_1193_59.png,2,2,0,21,1016,1193,8,BanglaLekha-Isolated,training-e
e00235.png,01_0001_1_16_0916_0230_51.png,1,1,1,16,916,230,0,BanglaLekha-Isolated,training-e
e00236.png,02_0002_0_24_1016_1488_59.png,2,2,0,24,1016,1488,8,BanglaLekha-Isolated,training-e
e00237.png,01_0001_0_17_0916_0132_51.png,1,1,0,17,916,132,0,BanglaLekha-Isolated,training-e
e00238.png,01_0001_1_16_0916_0553_59.png,1,1,1,16,916,553,8,BanglaLekha-Isolated,training-e
e00239.png,01_0001_0_17_0916_0176_56.png,1,1,0,17,916,176,5,BanglaLekha-Isolated,training-e
e00240.png,01_0001_1_17_0916_1954_56.png,1,1,1,17,916,1954,5,BanglaLekha-Isolated,training-e
e00241.png,02_0002_0_20_1016_1164_53.png,2,2,0,20,1016,1164,2,BanglaLekha-Isolated,training-e
e00242.png,02_0002_1_20_1016_1562_54.png,2,2,1,20,1016,1562,3,BanglaLekha-Isolated,training-e
