original filename,scanid,digit,num,database name original,database name,filename
Scan_1_digit_0_num_4.png,1,0,4,DUISRT,training-d,d00045.png
Scan_131_digit_1_num_6.png,131,1,6,DUISRT,training-d,d00046.png
Scan_98_digit_0_num_7.png,98,0,7,DUISRT,training-d,d00047.png
Scan_136_digit_3_num_4.png,136,3,4,DUISRT,training-d,d00048.png
Scan_49_digit_9_num_4.png,49,9,4,DUISRT,training-d,d00049.png
Scan_49_digit_0_num_8.png,49,0,8,DUISRT,training-d,d00050.png
Scan_139_digit_7_num_4.png,139,7,4,DUISRT,training-d,d00051.png
Scan_48_digit_4_num_8.png,48,4,8,DUISRT,training-d,d00052.png
Scan_95_digit_7_num_7.png,95,7,7,DUISRT,training-d,d00053.png
Scan_136_digit_9_num_3.png,136,9,3,DUISRT,training-d,d00054.png
Scan_125_digit_4_num_0.png,125,4,0,DUISRT,training-d,d00055.png
Scan_89_digit_5_num_1.png,89,5,1,DUISRT,training-d,d00056.png
Scan_123_digit_5_num_0.png,123,5,0,DUISRT,training-d,d00057.png
Scan_109_digit_0_num_7.png,109,0,7,DUISRT,training-d,d00058.png
Scan_36_digit_3_num_6.png,36,3,6,DUISRT,training-d,d00059.png
Scan_136_digit_8_num_1.png,136,8,1,DUISRT,training-d,d00060.png
Scan_99_digit_0_num_4.png,99,0,4,DUISRT,training-d,d00061.png
Scan_85_digit_5_num_5.png,85,5,5,DUISRT,training-d,d00062.png
Scan_2_digit_4_num_3.png,2,4,3,DUISRT,training-d,d00063.png
Scan_119_digit_3_num_8.png,119,3,8,DUISRT,training-d,d00064.png
Scan_135_digit_8_num_0.png,135,8,0,DUISRT,training-d,d00065.png
Scan_6_digit_5_num_0.png,6,5,0,DUISRT,training-d,d00066.png
Scan_89_digit_1_num_5.png,89,1,5,DUISRT,training-d,d00067.png
Scan_112_digit_5_num_0.png,112,5,0,DUISRT,training-d,d00068.png
Scan_0_digit_4_num_7.png,0,4,7,DUISRT,training-d,d00069.png
Scan_18_digit_3_num_0.png,18,3,0,DUISRT,training-d,d00070.png
Scan_117_digit_4_num_7.png,117,4,7,DUISRT,training-d,d00071.png
Scan_13_digit_8_num_0.png,13,8,0,DUISRT,training-d,d00072.png
Scan_125_digit_9_num_3.png,125,9,3,DUISRT,training-d,d00073.png
Scan_128_digit_3_num_1.png,128,3,1,DUISRT,training-d,d00074.png
Scan_32_digit_6_num_0.png,32,6,0,DUISRT,training-d,d00075.png
Scan_70_digit_2_num_5.png,70,2,5,DUISRT,training-d,d00076.png
Scan_35_digit_2_num_3.png,35,2,3,DUISRT,training-d,d00077.png
Scan_81_digit_8_num_3.png,81,8,3,DUISRT,training-d,d00078.png
Scan_123_digit_8_num_8.png,123,8,8,DUISRT,training-d,d00079.png
Scan_88_digit_1_num_5.png,88,1,5,DUISRT,training-d,d00080.png
Scan_35_digit_0_num_2.png,35,0,2,DUISRT,training-d,d00081.png
Scan_91_digit_8_num_5.png,91,8,5,DUISRT,training-d,d00082.png
Scan_64_digit_8_num_7.png,64,8,7,DUISRT,training-d,d00083.png
Scan_2_digit_9_num_6.png,2,9,6,DUISRT,training-d,d00084.png
Scan_89_digit_1_num_0.png,89,1,0,DUISRT,training-d,d00085.png
Scan_132_digit_7_num_3.png,132,7,3,DUISRT,training-d,d00086.png
Scan_125_digit_2_num_8.png,125,2,8,DUISRT,training-d,d00087.png
Scan_92_digit_0_num_0.png,92,0,0,DUISRT,training-d,d00088.png
Scan_46_digit_4_num_3.png,46,4,3,DUISRT,training-d,d00089.png
Scan_17_digit_4_num_2.png,17,4,2,DUISRT,training-d,d00090.png
Scan_130_digit_5_num_8.png,130,5,8,DUISRT,training-d,d00091.png
Scan_61_digit_9_num_8.png,61,9,8,DUISRT,training-d,d00092.png
Scan_58_digit_6_num_2.png,58,6,2,DUISRT,training-d,d00093.png
Scan_44_digit_7_num_1.png,44,7,1,DUISRT,training-d,d00094.png
Scan_74_digit_3_num_7.png,74,3,7,DUISRT,training-d,d00095.png
Scan_67_digit_1_num_6.png,67,1,6,DUISRT,training-d,d00096.png
Scan_115_digit_7_num_3.png,115,7,3,DUISRT,training-d,d00097.png
Scan_102_digit_0_num_4.png,102,0,4,DUISRT,training-d,d00098.png
Scan_139_digit_0_num_0.png,139,0,0,DUISRT,training-d,d00099.png
Scan_29_digit_7_num_5.png,29,7,5,DUISRT,training-d,d00100.png
Scan_105_digit_9_num_2.png,105,9,2,DUISRT,training-d,d00101.png
Scan_88_digit_9_num_5.png,88,9,5,DUISRT,training-d,d00102.png
Scan_105_digit_1_num_1.png,105,1,1,DUISRT,training-d,d00103.png
Scan_89_digit_9_num_3.png,89,9,3,DUISRT,training-d,d00104.png
Scan_49_digit_2_num_0.png,49,2,0,DUISRT,training-d,d00105.png
Scan_132_digit_8_num_2.png,132,8,2,DUISRT,training-d,d00106.png
Scan_9_digit_9_num_1.png,9,9,1,DUISRT,training-d,d00107.png
Scan_69_digit_9_num_3.png,69,9,3,DUISRT,training-d,d00108.png
Scan_45_digit_2_num_7.png,45,2,7,DUISRT,training-d,d00109.png
Scan_52_digit_8_num_1.png,52,8,1,DUISRT,training-d,d00110.png
Scan_105_digit_7_num_1.png,105,7,1,DUISRT,training-d,d00111.png
Scan_69_digit_8_num_1.png,69,8,1,DUISRT,training-d,d00112.png
Scan_82_digit_9_num_1.png,82,9,1,DUISRT,training-d,d00113.png
Scan_83_digit_9_num_2.png,83,9,2,DUISRT,training-d,d00114.png
Scan_51_digit_5_num_4.png,51,5,4,DUISRT,training-d,d00115.png
Scan_126_digit_5_num_2.png,126,5,2,DUISRT,training-d,d00116.png
Scan_92_digit_7_num_1.png,92,7,1,DUISRT,training-d,d00117.png
Scan_70_digit_3_num_4.png,70,3,4,DUISRT,training-d,d00118.png
Scan_83_digit_6_num_4.png,83,6,4,DUISRT,training-d,d00119.png
Scan_53_digit_3_num_3.png,53,3,3,DUISRT,training-d,d00120.png
Scan_53_digit_8_num_5.png,53,8,5,DUISRT,training-d,d00121.png
Scan_76_digit_6_num_5.png,76,6,5,DUISRT,training-d,d00122.png
Scan_74_digit_5_num_6.png,74,5,6,DUISRT,training-d,d00123.png
Scan_46_digit_0_num_4.png,46,0,4,DUISRT,training-d,d00124.png
Scan_38_digit_2_num_3.png,38,2,3,DUISRT,training-d,d00125.png
Scan_0_digit_8_num_5.png,0,8,5,DUISRT,training-d,d00126.png
Scan_5_digit_9_num_1.png,5,9,1,DUISRT,training-d,d00127.png
Scan_99_digit_6_num_2.png,99,6,2,DUISRT,training-d,d00128.png
Scan_76_digit_1_num_5.png,76,1,5,DUISRT,training-d,d00129.png
Scan_73_digit_1_num_5.png,73,1,5,DUISRT,training-d,d00130.png
Scan_72_digit_2_num_0.png,72,2,0,DUISRT,training-d,d00131.png
Scan_126_digit_7_num_8.png,126,7,8,DUISRT,training-d,d00132.png
Scan_29_digit_9_num_2.png,29,9,2,DUISRT,training-d,d00133.png
Scan_72_digit_4_num_0.png,72,4,0,DUISRT,training-d,d00134.png
Scan_46_digit_9_num_7.png,46,9,7,DUISRT,training-d,d00135.png
Scan_39_digit_3_num_3.png,39,3,3,DUISRT,training-d,d00136.png
Scan_50_digit_3_num_6.png,50,3,6,DUISRT,training-d,d00137.png
Scan_13_digit_0_num_2.png,13,0,2,DUISRT,training-d,d00138.png
Scan_75_digit_0_num_1.png,75,0,1,DUISRT,training-d,d00139.png
Scan_31_digit_2_num_0.png,31,2,0,DUISRT,training-d,d00140.png
Scan_29_digit_1_num_0.png,29,1,0,DUISRT,training-d,d00141.png
Scan_53_digit_7_num_4.png,53,7,4,DUISRT,training-d,d00142.png
Scan_78_digit_2_num_6.png,78,2,6,DUISRT,training-d,d00143.png
Scan_12_digit_7_num_2.png,12,7,2,DUISRT,training-d,d00144.png
Scan_134_digit_6_num_7.png,134,6,7,DUISRT,training-d,d00145.png
Scan_136_digit_6_num_2.png,136,6,2,DUISRT,training-d,d00146.png
Scan_130_digit_2_num_6.png,130,2,6,DUISRT,training-d,d00147.png
Scan_44_digit_7_num_4.png,44,7,4,DUISRT,training-d,d00148.png
Scan_114_digit_2_num_6.png,114,2,6,DUISRT,training-d,d00149.png
Scan_2_digit_1_num_4.png,2,1,4,DUISRT,training-d,d00150.png
Scan_79_digit_7_num_5.png,79,7,5,DUISRT,training-d,d00151.png
Scan_125_digit_9_num_0.png,125,9,0,DUISRT,training-d,d00152.png
Scan_53_digit_9_num_4.png,53,9,4,DUISRT,training-d,d00153.png
Scan_72_digit_6_num_5.png,72,6,5,DUISRT,training-d,d00154.png
Scan_2_digit_7_num_0.png,2,7,0,DUISRT,training-d,d00155.png
Scan_41_digit_2_num_7.png,41,2,7,DUISRT,training-d,d00156.png
Scan_43_digit_8_num_8.png,43,8,8,DUISRT,training-d,d00157.png
Scan_107_digit_5_num_3.png,107,5,3,DUISRT,training-d,d00158.png
Scan_12_digit_8_num_2.png,12,8,2,DUISRT,training-d,d00159.png
Scan_16_digit_5_num_3.png,16,5,3,DUISRT,training-d,d00160.png
Scan_55_digit_8_num_2.png,55,8,2,DUISRT,training-d,d00161.png
Scan_9_digit_3_num_2.png,9,3,2,DUISRT,training-d,d00162.png
Scan_138_digit_2_num_1.png,138,2,1,DUISRT,training-d,d00163.png
Scan_9_digit_6_num_0.png,9,6,0,DUISRT,training-d,d00164.png
Scan_46_digit_2_num_5.png,46,2,5,DUISRT,training-d,d00165.png
Scan_80_digit_5_num_4.png,80,5,4,DUISRT,training-d,d00166.png
Scan_15_digit_7_num_8.png,15,7,8,DUISRT,training-d,d00167.png
Scan_45_digit_7_num_0.png,45,7,0,DUISRT,training-d,d00168.png
Scan_38_digit_3_num_5.png,38,3,5,DUISRT,training-d,d00169.png
Scan_142_digit_6_num_5.png,142,6,5,DUISRT,training-d,d00170.png
Scan_42_digit_1_num_7.png,42,1,7,DUISRT,training-d,d00171.png
Scan_91_digit_4_num_4.png,91,4,4,DUISRT,training-d,d00172.png
Scan_63_digit_3_num_0.png,63,3,0,DUISRT,training-d,d00173.png
Scan_38_digit_4_num_0.png,38,4,0,DUISRT,training-d,d00174.png
Scan_3_digit_7_num_1.png,3,7,1,DUISRT,training-d,d00175.png
Scan_139_digit_6_num_1.png,139,6,1,DUISRT,training-d,d00176.png
Scan_116_digit_6_num_7.png,116,6,7,DUISRT,training-d,d00177.png
Scan_105_digit_3_num_0.png,105,3,0,DUISRT,training-d,d00178.png
Scan_130_digit_4_num_3.png,130,4,3,DUISRT,training-d,d00179.png
Scan_19_digit_6_num_6.png,19,6,6,DUISRT,training-d,d00180.png
Scan_102_digit_4_num_7.png,102,4,7,DUISRT,training-d,d00181.png
Scan_66_digit_7_num_4.png,66,7,4,DUISRT,training-d,d00182.png
Scan_144_digit_4_num_3.png,144,4,3,DUISRT,training-d,d00183.png
Scan_7_digit_8_num_7.png,7,8,7,DUISRT,training-d,d00184.png
Scan_111_digit_0_num_1.png,111,0,1,DUISRT,training-d,d00185.png
Scan_58_digit_7_num_1.png,58,7,1,DUISRT,training-d,d00186.png
Scan_120_digit_0_num_5.png,120,0,5,DUISRT,training-d,d00187.png
Scan_42_digit_8_num_3.png,42,8,3,DUISRT,training-d,d00188.png
Scan_99_digit_3_num_3.png,99,3,3,DUISRT,training-d,d00189.png
Scan_119_digit_3_num_2.png,119,3,2,DUISRT,training-d,d00190.png
Scan_110_digit_3_num_0.png,110,3,0,DUISRT,training-d,d00191.png
Scan_117_digit_8_num_7.png,117,8,7,DUISRT,training-d,d00192.png
Scan_138_digit_8_num_7.png,138,8,7,DUISRT,training-d,d00193.png
Scan_125_digit_8_num_1.png,125,8,1,DUISRT,training-d,d00194.png
Scan_140_digit_6_num_2.png,140,6,2,DUISRT,training-d,d00195.png
Scan_104_digit_7_num_8.png,104,7,8,DUISRT,training-d,d00196.png
Scan_113_digit_4_num_3.png,113,4,3,DUISRT,training-d,d00197.png
Scan_129_digit_9_num_0.png,129,9,0,DUISRT,training-d,d00198.png
Scan_10_digit_4_num_7.png,10,4,7,DUISRT,training-d,d00199.png
Scan_32_digit_3_num_2.png,32,3,2,DUISRT,training-d,d00200.png
Scan_82_digit_0_num_4.png,82,0,4,DUISRT,training-d,d00201.png
Scan_28_digit_0_num_4.png,28,0,4,DUISRT,training-d,d00202.png
Scan_65_digit_6_num_0.png,65,6,0,DUISRT,training-d,d00203.png
Scan_82_digit_7_num_7.png,82,7,7,DUISRT,training-d,d00204.png
Scan_59_digit_2_num_6.png,59,2,6,DUISRT,training-d,d00205.png
Scan_67_digit_9_num_6.png,67,9,6,DUISRT,training-d,d00206.png
Scan_25_digit_0_num_8.png,25,0,8,DUISRT,training-d,d00207.png
Scan_4_digit_7_num_6.png,4,7,6,DUISRT,training-d,d00208.png
Scan_120_digit_9_num_6.png,120,9,6,DUISRT,training-d,d00209.png
Scan_80_digit_1_num_1.png,80,1,1,DUISRT,training-d,d00210.png
Scan_131_digit_4_num_1.png,131,4,1,DUISRT,training-d,d00211.png
Scan_112_digit_2_num_8.png,112,2,8,DUISRT,training-d,d00212.png
Scan_111_digit_1_num_0.png,111,1,0,DUISRT,training-d,d00213.png
Scan_2_digit_2_num_8.png,2,2,8,DUISRT,training-d,d00214.png
Scan_88_digit_2_num_1.png,88,2,1,DUISRT,training-d,d00215.png
Scan_51_digit_6_num_6.png,51,6,6,DUISRT,training-d,d00216.png
Scan_53_digit_6_num_5.png,53,6,5,DUISRT,training-d,d00217.png
Scan_44_digit_7_num_8.png,44,7,8,DUISRT,training-d,d00218.png
Scan_130_digit_6_num_7.png,130,6,7,DUISRT,training-d,d00219.png
Scan_46_digit_7_num_6.png,46,7,6,DUISRT,training-d,d00220.png
Scan_28_digit_3_num_1.png,28,3,1,DUISRT,training-d,d00221.png
Scan_94_digit_8_num_7.png,94,8,7,DUISRT,training-d,d00222.png
Scan_123_digit_9_num_5.png,123,9,5,DUISRT,training-d,d00223.png
Scan_67_digit_3_num_0.png,67,3,0,DUISRT,training-d,d00224.png
Scan_39_digit_2_num_4.png,39,2,4,DUISRT,training-d,d00225.png
Scan_22_digit_1_num_4.png,22,1,4,DUISRT,training-d,d00226.png
Scan_21_digit_1_num_1.png,21,1,1,DUISRT,training-d,d00227.png
Scan_120_digit_2_num_4.png,120,2,4,DUISRT,training-d,d00228.png
Scan_79_digit_5_num_5.png,79,5,5,DUISRT,training-d,d00229.png
Scan_94_digit_1_num_3.png,94,1,3,DUISRT,training-d,d00230.png
Scan_31_digit_5_num_0.png,31,5,0,DUISRT,training-d,d00231.png
Scan_87_digit_6_num_5.png,87,6,5,DUISRT,training-d,d00232.png
Scan_39_digit_0_num_2.png,39,0,2,DUISRT,training-d,d00233.png
Scan_46_digit_9_num_0.png,46,9,0,DUISRT,training-d,d00234.png
Scan_54_digit_0_num_4.png,54,0,4,DUISRT,training-d,d00235.png
Scan_71_digit_6_num_6.png,71,6,6,DUISRT,training-d,d00236.png
Scan_73_digit_1_num_7.png,73,1,7,DUISRT,training-d,d00237.png
Scan_144_digit_5_num_2.png,144,5,2,DUISRT,training-d,d00238.png
Scan_97_digit_9_num_8.png,97,9,8,DUISRT,training-d,d00239.png
Scan_125_digit_0_num_2.png,125,0,2,DUISRT,training-d,d00240.png
Scan_64_digit_4_num_5.png,64,4,5,DUISRT,training-d,d00241.png
Scan_28_digit_7_num_6.png,28,7,6,DUISRT,training-d,d00242.png
Scan_111_digit_2_num_5.png,111,2,5,DUISRT,training-d,d00243.png
Scan_126_digit_1_num_8.png,126,1,8,DUISRT,training-d,d00244.png
Scan_32_digit_3_num_3.png,32,3,3,DUISRT,training-d,d00245.png
Scan_41_digit_4_num_4.png,41,4,4,DUISRT,training-d,d00246.png
Scan_38_digit_7_num_0.png,38,7,0,DUISRT,training-d,d00247.png
Scan_63_digit_9_num_0.png,63,9,0,DUISRT,training-d,d00248.png
Scan_76_digit_9_num_2.png,76,9,2,DUISRT,training-d,d00249.png
Scan_77_digit_3_num_4.png,77,3,4,DUISRT,training-d,d00250.png
Scan_42_digit_5_num_7.png,42,5,7,DUISRT,training-d,d00251.png
Scan_124_digit_4_num_3.png,124,4,3,DUISRT,training-d,d00252.png
Scan_57_digit_7_num_3.png,57,7,3,DUISRT,training-d,d00253.png
Scan_81_digit_1_num_7.png,81,1,7,DUISRT,training-d,d00254.png
Scan_43_digit_8_num_7.png,43,8,7,DUISRT,training-d,d00255.png
Scan_140_digit_4_num_0.png,140,4,0,DUISRT,training-d,d00256.png
Scan_142_digit_9_num_6.png,142,9,6,DUISRT,training-d,d00257.png
Scan_116_digit_9_num_1.png,116,9,1,DUISRT,training-d,d00258.png
Scan_126_digit_5_num_0.png,126,5,0,DUISRT,training-d,d00259.png
Scan_102_digit_3_num_0.png,102,3,0,DUISRT,training-d,d00260.png
Scan_123_digit_5_num_1.png,123,5,1,DUISRT,training-d,d00261.png
Scan_141_digit_3_num_3.png,141,3,3,DUISRT,training-d,d00262.png
Scan_41_digit_4_num_6.png,41,4,6,DUISRT,training-d,d00263.png
Scan_135_digit_6_num_6.png,135,6,6,DUISRT,training-d,d00264.png
Scan_104_digit_3_num_2.png,104,3,2,DUISRT,training-d,d00265.png
Scan_88_digit_0_num_2.png,88,0,2,DUISRT,training-d,d00266.png
Scan_71_digit_7_num_1.png,71,7,1,DUISRT,training-d,d00267.png
Scan_76_digit_5_num_4.png,76,5,4,DUISRT,training-d,d00268.png
Scan_107_digit_1_num_3.png,107,1,3,DUISRT,training-d,d00269.png
Scan_110_digit_6_num_0.png,110,6,0,DUISRT,training-d,d00270.png
Scan_66_digit_2_num_4.png,66,2,4,DUISRT,training-d,d00271.png
Scan_22_digit_9_num_5.png,22,9,5,DUISRT,training-d,d00272.png
Scan_75_digit_0_num_6.png,75,0,6,DUISRT,training-d,d00273.png
Scan_103_digit_8_num_6.png,103,8,6,DUISRT,training-d,d00274.png
Scan_95_digit_3_num_0.png,95,3,0,DUISRT,training-d,d00275.png
Scan_67_digit_4_num_3.png,67,4,3,DUISRT,training-d,d00276.png
Scan_128_digit_8_num_6.png,128,8,6,DUISRT,training-d,d00277.png
Scan_91_digit_3_num_3.png,91,3,3,DUISRT,training-d,d00278.png
Scan_51_digit_9_num_6.png,51,9,6,DUISRT,training-d,d00279.png
Scan_59_digit_8_num_0.png,59,8,0,DUISRT,training-d,d00280.png
Scan_58_digit_4_num_4.png,58,4,4,DUISRT,training-d,d00281.png
Scan_138_digit_5_num_2.png,138,5,2,DUISRT,training-d,d00282.png
Scan_107_digit_5_num_2.png,107,5,2,DUISRT,training-d,d00283.png
Scan_89_digit_9_num_6.png,89,9,6,DUISRT,training-d,d00284.png
Scan_68_digit_0_num_5.png,68,0,5,DUISRT,training-d,d00285.png
Scan_7_digit_4_num_0.png,7,4,0,DUISRT,training-d,d00286.png
Scan_132_digit_9_num_3.png,132,9,3,DUISRT,training-d,d00287.png
Scan_13_digit_3_num_3.png,13,3,3,DUISRT,training-d,d00288.png
Scan_46_digit_3_num_8.png,46,3,8,DUISRT,training-d,d00289.png
Scan_123_digit_1_num_5.png,123,1,5,DUISRT,training-d,d00290.png
Scan_109_digit_6_num_4.png,109,6,4,DUISRT,training-d,d00291.png
Scan_44_digit_9_num_7.png,44,9,7,DUISRT,training-d,d00292.png
Scan_94_digit_2_num_8.png,94,2,8,DUISRT,training-d,d00293.png
Scan_0_digit_1_num_1.png,0,1,1,DUISRT,training-d,d00294.png
Scan_112_digit_7_num_8.png,112,7,8,DUISRT,training-d,d00295.png
Scan_41_digit_4_num_1.png,41,4,1,DUISRT,training-d,d00296.png
Scan_68_digit_6_num_0.png,68,6,0,DUISRT,training-d,d00297.png
Scan_45_digit_2_num_6.png,45,2,6,DUISRT,training-d,d00298.png
Scan_32_digit_5_num_5.png,32,5,5,DUISRT,training-d,d00299.png
Scan_12_digit_1_num_0.png,12,1,0,DUISRT,training-d,d00300.png
Scan_44_digit_2_num_3.png,44,2,3,DUISRT,training-d,d00301.png
Scan_67_digit_4_num_2.png,67,4,2,DUISRT,training-d,d00302.png
Scan_144_digit_0_num_2.png,144,0,2,DUISRT,training-d,d00303.png
Scan_74_digit_2_num_1.png,74,2,1,DUISRT,training-d,d00304.png
Scan_88_digit_2_num_0.png,88,2,0,DUISRT,training-d,d00305.png
Scan_66_digit_1_num_1.png,66,1,1,DUISRT,training-d,d00306.png
Scan_75_digit_7_num_4.png,75,7,4,DUISRT,training-d,d00307.png
Scan_107_digit_7_num_7.png,107,7,7,DUISRT,training-d,d00308.png
Scan_132_digit_2_num_4.png,132,2,4,DUISRT,training-d,d00309.png
Scan_111_digit_2_num_4.png,111,2,4,DUISRT,training-d,d00310.png
Scan_137_digit_2_num_8.png,137,2,8,DUISRT,training-d,d00311.png
Scan_67_digit_7_num_8.png,67,7,8,DUISRT,training-d,d00312.png
Scan_95_digit_1_num_5.png,95,1,5,DUISRT,training-d,d00313.png
Scan_116_digit_3_num_0.png,116,3,0,DUISRT,training-d,d00314.png
Scan_78_digit_8_num_4.png,78,8,4,DUISRT,training-d,d00315.png
Scan_104_digit_5_num_5.png,104,5,5,DUISRT,training-d,d00316.png
Scan_104_digit_6_num_3.png,104,6,3,DUISRT,training-d,d00317.png
Scan_125_digit_1_num_4.png,125,1,4,DUISRT,training-d,d00318.png
Scan_99_digit_5_num_8.png,99,5,8,DUISRT,training-d,d00319.png
Scan_72_digit_0_num_7.png,72,0,7,DUISRT,training-d,d00320.png
Scan_139_digit_9_num_4.png,139,9,4,DUISRT,training-d,d00321.png
Scan_35_digit_6_num_0.png,35,6,0,DUISRT,training-d,d00322.png
Scan_117_digit_8_num_0.png,117,8,0,DUISRT,training-d,d00323.png
Scan_130_digit_6_num_4.png,130,6,4,DUISRT,training-d,d00324.png
Scan_46_digit_1_num_4.png,46,1,4,DUISRT,training-d,d00325.png
Scan_87_digit_7_num_7.png,87,7,7,DUISRT,training-d,d00326.png
Scan_105_digit_2_num_1.png,105,2,1,DUISRT,training-d,d00327.png
Scan_74_digit_0_num_2.png,74,0,2,DUISRT,training-d,d00328.png
Scan_62_digit_1_num_6.png,62,1,6,DUISRT,training-d,d00329.png
Scan_62_digit_8_num_8.png,62,8,8,DUISRT,training-d,d00330.png
Scan_87_digit_3_num_8.png,87,3,8,DUISRT,training-d,d00331.png
Scan_102_digit_3_num_5.png,102,3,5,DUISRT,training-d,d00332.png
Scan_126_digit_5_num_6.png,126,5,6,DUISRT,training-d,d00333.png
Scan_3_digit_3_num_3.png,3,3,3,DUISRT,training-d,d00334.png
Scan_131_digit_0_num_8.png,131,0,8,DUISRT,training-d,d00335.png
Scan_38_digit_7_num_4.png,38,7,4,DUISRT,training-d,d00336.png
Scan_142_digit_1_num_2.png,142,1,2,DUISRT,training-d,d00337.png
Scan_76_digit_8_num_0.png,76,8,0,DUISRT,training-d,d00338.png
Scan_55_digit_1_num_4.png,55,1,4,DUISRT,training-d,d00339.png
Scan_12_digit_3_num_1.png,12,3,1,DUISRT,training-d,d00340.png
Scan_80_digit_0_num_1.png,80,0,1,DUISRT,training-d,d00341.png
Scan_82_digit_3_num_1.png,82,3,1,DUISRT,training-d,d00342.png
Scan_52_digit_4_num_6.png,52,4,6,DUISRT,training-d,d00343.png
Scan_39_digit_8_num_0.png,39,8,0,DUISRT,training-d,d00344.png
Scan_19_digit_4_num_2.png,19,4,2,DUISRT,training-d,d00345.png
Scan_112_digit_2_num_6.png,112,2,6,DUISRT,training-d,d00346.png
Scan_46_digit_4_num_2.png,46,4,2,DUISRT,training-d,d00347.png
Scan_4_digit_5_num_5.png,4,5,5,DUISRT,training-d,d00348.png
Scan_63_digit_3_num_5.png,63,3,5,DUISRT,training-d,d00349.png
Scan_42_digit_1_num_0.png,42,1,0,DUISRT,training-d,d00350.png
Scan_115_digit_0_num_5.png,115,0,5,DUISRT,training-d,d00351.png
Scan_129_digit_3_num_8.png,129,3,8,DUISRT,training-d,d00352.png
Scan_52_digit_0_num_8.png,52,0,8,DUISRT,training-d,d00353.png
Scan_137_digit_1_num_3.png,137,1,3,DUISRT,training-d,d00354.png
Scan_91_digit_4_num_8.png,91,4,8,DUISRT,training-d,d00355.png
Scan_112_digit_8_num_3.png,112,8,3,DUISRT,training-d,d00356.png
